0 	0.99960141 	0 	0 	0 	0 	0
0.0021021021 	0.99958866 	0 	0 	0 	0 	0
0.0042042042 	0.9995759 	0 	0 	0 	0 	0
0.0063063063 	0.99956315 	0 	0 	0 	0 	0
0.0084084084 	0.99955039 	0 	0 	0 	0 	0
0.010510511 	0.99953569 	0 	0 	0 	0 	0
0.012612613 	0.99951977 	0 	0 	0 	0 	0
0.014714715 	0.99950386 	0 	0 	0 	0 	0
0.016816817 	0.99948795 	0 	0 	0 	0 	0
0.018918919 	0.99947203 	0 	0 	0 	0 	0
0.021021021 	0.99945561 	0 	0 	0 	0 	0
0.023123123 	0.99943575 	0 	0 	0 	0 	0
0.025225225 	0.9994159 	0 	0 	0 	0 	0
0.027327327 	0.99939604 	0 	0 	0 	0 	0
0.029429429 	0.99937619 	0 	0 	0 	0 	0
0.031531532 	0.99935506 	0 	0 	0 	0 	0
0.033633634 	0.99933024 	0 	0 	0 	0 	0
0.035735736 	0.99930542 	0 	0 	0 	0 	0
0.037837838 	0.99928059 	0 	0 	0 	0 	0
0.03993994 	0.99925577 	0 	0 	0 	0 	0
0.042042042 	0.99922515 	0 	0 	0 	0 	0
0.044144144 	0.99919398 	0 	0 	0 	0 	0
0.046246246 	0.99916281 	0 	0 	0 	0 	0
0.048348348 	0.99913134 	0 	0 	0 	0 	0
0.05045045 	0.99909195 	0 	0 	0 	0 	0
0.052552553 	0.99905256 	0 	0 	0 	0 	0
0.054654655 	0.99901316 	0 	0 	0 	0 	0
0.056756757 	0.99896763 	0 	0 	0 	0 	0
0.058858859 	0.99891726 	0 	0 	0 	0 	0
0.060960961 	0.99886689 	0 	0 	0 	0 	0
0.063063063 	0.99881024 	0 	0 	0 	0 	0
0.065165165 	0.99874509 	0 	0 	0 	0 	0
0.067267267 	0.99867995 	0 	0 	0 	0 	0
0.069369369 	0.99860195 	0 	0 	0 	0 	0
0.071471471 	0.99851478 	0 	0 	0 	0 	0
0.073573574 	0.99842761 	0 	0 	0 	0 	0
0.075675676 	0.99831103 	0 	0 	0 	0 	0
0.077777778 	0.99819412 	0 	0 	0 	0 	0
0.07987988 	0.99803983 	0 	0 	0 	0 	0
0.081981982 	0.99786042 	0 	0 	0 	0 	0
0.084084084 	0.99765592 	0 	0 	0 	0 	0
0.086186186 	0.99740916 	0 	0 	0 	0 	0
0.088288288 	0.99702308 	0 	-4.8147796e-22 	0 	0 	0
0.09039039 	0.99627189 	0 	-2.2246949e-21 	0 	0 	0
0.092492492 	0.99554886 	0 	7.1874254e-18 	0 	0 	0
0.094594595 	0.99490009 	0 	3.3339768e-17 	0 	0 	0
0.096696697 	0.90682193 	0 	5.0698757e-17 	-0.00046013223 	-3.0747565e-06 	0
0.098798799 	0.64616728 	0 	5.0700582e-17 	-0.0018285175 	-1.2218762e-05 	0
0.1009009 	0.3855667 	0 	3.9316177e-17 	-0.0028376226 	-1.7498319e-05 	-2.5046338e-18
0.103003 	0.12503824 	0 	1.275013e-17 	-0.0033676876 	-1.7625278e-05 	-8.3487793e-18
0.10510511 	0 	0 	0 	-0.0031122565 	-1.2993976e-05 	-1.1294406e-17
0.10720721 	0 	0 	0 	-0.0021319241 	-3.9714753e-06 	-1.1565112e-17
0.10930931 	0 	0 	0 	-0.0016098509 	-2.5986899e-07 	-8.6127935e-18
