0 	1.4471753e-05 	1.7503425e-07 	82.573435 	0.01511284 	0.99685073 	0 	0
0.0021021021 	1.4311976e-05 	1.7489301e-07 	81.728143 	0.015213182 	0.99674559 	2.5569276e-37 	0
0.0042042042 	1.4152198e-05 	1.7475178e-07 	80.882852 	0.015313523 	0.99664045 	2.8387599e-53 	0
0.0063063063 	1.3992421e-05 	1.7461054e-07 	80.037561 	0.015413865 	0.99653531 	3.1516566e-69 	0
0.0084084084 	1.3832643e-05 	1.744693e-07 	79.192269 	0.015514207 	0.99643017 	0 	0
0.010510511 	1.3672866e-05 	1.7432806e-07 	78.346978 	0.015614548 	0.99632503 	0 	0
0.012612613 	1.3513088e-05 	1.7418682e-07 	77.501687 	0.01571489 	0.99621989 	0 	0
0.014714715 	1.3353311e-05 	1.7404558e-07 	76.656396 	0.015815232 	0.99611475 	0 	0
0.016816817 	1.3193533e-05 	1.7390434e-07 	75.811104 	0.015915573 	0.99600962 	0 	0
0.018918919 	1.3033756e-05 	1.737631e-07 	74.965813 	0.016015915 	0.99590448 	0 	0
0.021021021 	1.2873978e-05 	1.7362186e-07 	74.120522 	0.016116257 	0.99579934 	0 	0
0.023123123 	1.2748609e-05 	1.7348933e-07 	73.450761 	0.016301267 	0.99560963 	0 	0
0.025225225 	1.2624365e-05 	1.7335709e-07 	72.786739 	0.016489047 	0.99541716 	0 	0
0.027327327 	1.2500121e-05 	1.7322484e-07 	72.122718 	0.016676826 	0.99522469 	0 	0
0.029429429 	1.2375877e-05 	1.730926e-07 	71.458697 	0.016864605 	0.99503222 	0 	0
0.031531532 	1.2251633e-05 	1.7296035e-07 	70.794675 	0.017052385 	0.99483975 	0 	0
0.033633634 	1.2127389e-05 	1.7282811e-07 	70.130654 	0.017240164 	0.99464728 	0 	0
0.035735736 	1.2003145e-05 	1.7269586e-07 	69.466632 	0.017427944 	0.9944548 	0 	0
0.037837838 	1.1878902e-05 	1.7256362e-07 	68.802611 	0.017615723 	0.99426233 	0 	0
0.03993994 	1.1754658e-05 	1.7243137e-07 	68.13859 	0.017803502 	0.99406986 	0 	0
0.042042042 	1.1630414e-05 	1.7229913e-07 	67.474568 	0.017991282 	0.99387739 	0 	0
0.044144144 	1.150617e-05 	1.7216688e-07 	66.810547 	0.018179061 	0.99368492 	0 	0
0.046246246 	1.1381926e-05 	1.7203463e-07 	66.146525 	0.01836684 	0.99349245 	0 	0
