"nut","yPlus","k","p","omega","wallShearStress:0","wallShearStress:1","wallShearStress:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
7.104883366e-07,71.35658264,0.004240199458,0.0005223331391,730.5450439,-0.001268721768,-9.772652021e-08,0,0,0,0,1.54806447,0,0
7.104883366e-07,71.35658264,0.004240199458,0.0005223331391,730.5450439,-0.001268721768,-9.772652021e-08,0,0,0,0,1.54806447,0,1
7.085804441e-07,71.17485809,0.004218737595,0.0004650441988,728.7283936,-0.001262268052,-9.387066768e-08,0,0,0,0,1.598757386,0,0
7.085804441e-07,71.17485809,0.004218737595,0.0004650441988,728.7283936,-0.001262268052,-9.387066768e-08,0,0,0,0,1.598757386,0,1
7.066924468e-07,70.99508667,0.00419755606,0.0004089724389,726.9310303,-0.001255899668,-9.022350866e-08,0,0,0,0,1.651007652,0,0
7.066924468e-07,70.99508667,0.00419755606,0.0004089724389,726.9310303,-0.001255899668,-9.022350866e-08,0,0,0,0,1.651007652,0,1
7.048172392e-07,70.81658936,0.004176587332,0.000353734009,725.1472778,-0.001249592169,-8.683363006e-08,0,0,0,0,1.70486331,0,0
7.048172392e-07,70.81658936,0.004176587332,0.000353734009,725.1472778,-0.001249592169,-8.683363006e-08,0,0,0,0,1.70486331,0,1
7.029660196e-07,70.64041138,0.004155921284,0.000306158734,723.3849487,-0.001243382576,-8.316541056e-08,0,0,0,0,1.760373354,0,0
7.029660196e-07,70.64041138,0.004155921284,0.000306158734,723.3849487,-0.001243382576,-8.316541056e-08,0,0,0,0,1.760373354,0,1
7.010756349e-07,70.46056366,0.004134966526,0.0002567062911,721.5936279,-0.001237059478,-1.010694959e-07,-4.394804056e-23,0,0,0,1.817588925,0,0
7.010756349e-07,70.46056366,0.004134966526,0.0002567062911,721.5936279,-0.001237059478,-1.010694959e-07,-4.394804056e-23,0,0,0,1.817588925,0,1
6.992802355e-07,70.28979492,0.004115115851,0.0002964358428,719.8927612,-0.001231070142,-1.020619322e-07,2.129164613e-22,0,0,0,1.876562238,0,0
6.992802355e-07,70.28979492,0.004115115851,0.0002964358428,719.8927612,-0.001231070142,-1.020619322e-07,2.129164613e-22,0,0,0,1.876562238,0,1
6.969555102e-07,70.06876373,0.004089443944,5.403906835e-05,717.6859131,-0.001223343308,-1.709977226e-07,2.962984542e-20,0,0,0,1.937347412,0,0
6.969555102e-07,70.06876373,0.004089443944,5.403906835e-05,717.6859131,-0.001223343308,-1.709977226e-07,2.962984542e-20,0,0,0,1.937347412,0,1
6.954500122e-07,69.92563629,0.00407287851,-0.00025777056,716.260376,-0.001218345598,-2.588926407e-07,5.87492687e-20,0,0,0,2,0,0
6.954500122e-07,69.92563629,0.00407287851,-0.00025777056,716.260376,-0.001218345598,-2.588926407e-07,5.87492687e-20,0,0,0,2,0,1
