"yPlus","p","wallShearStress:0","wallShearStress:1","wallShearStress:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.1249050424,0.0004275681276,-0.0006212185835,-5.191117314e-09,3.352294835e-20,0,0,0,0.05507691577,0,0
0.1249050424,0.0004275681276,-0.0006212185835,-5.191117314e-09,3.352294835e-20,0,0,0,0.05507691577,0,1
0.1225104481,0.0004311476659,-0.0005976202665,-4.615234417e-09,-2.59903664e-19,0,0,0,0.05962155387,0,0
0.1225104481,0.0004311476659,-0.0005976202665,-4.615234417e-09,-2.59903664e-19,0,0,0,0.05962155387,0,1
0.1203068048,0.0004337653227,-0.000576308521,-4.133895448e-09,2.085946587e-19,0,0,0,0.06421860307,0,0
0.1203068048,0.0004337653227,-0.000576308521,-4.133895448e-09,2.085946587e-19,0,0,0,0.06421860307,0,1
0.1182666272,0.000435624941,-0.0005569233908,-3.726830844e-09,2.085947104e-19,0,0,0,0.06886997819,0,0
0.1182666272,0.000435624941,-0.0005569233908,-3.726830844e-09,2.085947104e-19,0,0,0,0.06886997819,0,1
0.1163677573,0.0004369059461,-0.0005391794257,-3.378929359e-09,-8.575530044e-20,0,0,0,0.07357765734,0,0
0.1163677573,0.0004369059461,-0.0005391794257,-3.378929359e-09,-8.575530044e-20,0,0,0,0.07357765734,0,1
0.1145920977,0.0004377427977,-0.0005228471709,-3.078715505e-09,-8.575532629e-20,0,0,0,0.07834371924,0,0
0.1145920977,0.0004377427977,-0.0005228471709,-3.078715505e-09,-8.575532629e-20,0,0,0,0.07834371924,0,1
0.1129248068,0.0004382266197,-0.0005077407695,-2.817636346e-09,-1.43682888e-19,0,0,0,0.08317027986,0,0
0.1129248068,0.0004382266197,-0.0005077407695,-2.817636346e-09,-1.43682888e-19,0,0,0,0.08317027986,0,1
0.1113532186,0.000438408606,-0.0004937044578,-2.588978809e-09,-1.140558392e-20,0,0,0,0.08805956692,0,0
0.1113532186,0.000438408606,-0.0004937044578,-2.588978809e-09,-1.140558392e-20,0,0,0,0.08805956692,0,1
0.1098668426,0.0004383262421,-0.0004806103825,-2.387140929e-09,1.322773986e-19,0,0,0,0.09301388264,0,0
0.1098668426,0.0004383262421,-0.0004806103825,-2.387140929e-09,1.322773986e-19,0,0,0,0.09301388264,0,1
0.1084568724,0.000438025163,-0.0004683522275,-2.208019323e-09,0,0,0,0,0.09803561121,0,0
0.1084568724,0.000438025163,-0.0004683522275,-2.208019323e-09,0,0,0,0,0.09803561121,0,1
0.1071154699,0.000437539391,-0.0004568374425,-2.048300418e-09,0,0,0,0,0.1031272486,0,0
0.1071154699,0.000437539391,-0.0004568374425,-2.048300418e-09,0,0,0,0,0.1031272486,0,1
0.1058360338,0.0004368894733,-0.0004459881457,-1.905085423e-09,-9.791914645e-20,0,0,0,0.1082913801,0,0
0.1058360338,0.0004368894733,-0.0004459881457,-1.905085423e-09,-9.791914645e-20,0,0,0,0.1082913801,0,1
0.1046127751,0.000436093309,-0.0004357372818,-1.776106595e-09,-9.791918522e-20,0,0,0,0.1135307029,0,0
